amount,international,new_device,hour,velocity_1h,account_age_days,fraud
8.61,0,1,6,2,853,0
34.87,0,0,8,3,1442,0
22.93,0,1,2,0,1167,0
10.01,0,0,16,1,3543,0
15.28,0,0,10,1,1753,0
33.85,0,0,5,1,2310,0
14.8,0,0,15,0,766,0
32.51,0,0,4,0,3384,0
90.96,1,0,12,0,2497,0
30.55,0,0,15,0,386,0
9.8,0,0,19,0,1210,0
14.99,1,0,16,1,1846,0
22.2,0,0,13,0,1538,0
21.19,0,0,0,0,2922,0
30.16,0,0,5,0,2035,0
33.74,1,0,13,0,2033,0
91.05,0,1,12,0,1375,0
27.04,0,1,12,1,3081,0
12.1,0,0,17,1,2559,0
60.8,0,0,21,0,2576,0
65.64,0,0,12,0,2395,0
31.9,1,0,3,0,2427,0
22.82,0,1,10,1,2762,0
41.92,0,0,6,1,854,0
23.39,0,1,12,0,1908,0
6.43,1,0,14,1,479,0
40.22,0,1,13,0,1341,0
50.63,0,1,13,0,1063,0
74.35,0,0,7,2,734,0
16.26,0,1,4,0,1997,0
31.76,0,0,20,1,1594,0
32.25,0,0,9,0,1657,0
28.78,0,0,4,0,3186,0
29.38,0,1,23,0,1320,0
27.83,0,1,0,0,441,0
31.44,0,0,8,1,2887,0
45.53,0,0,17,1,786,0
63.7,0,0,9,0,3553,0
15.97,0,0,20,1,2428,0
24.03,0,0,8,0,933,0
20.17,0,0,15,0,2098,0
18.25,0,0,10,0,3403,0
8.75,0,1,11,0,3344,0
27.58,1,0,11,0,1448,0
37.92,0,0,23,1,105,0
24.32,0,0,18,1,290,0
26.94,0,0,8,0,3206,0
36.34,0,0,9,2,2412,0
72.8,0,1,9,1,2648,0
20.21,1,0,17,1,2633,0
11.94,0,1,14,0,2830,0
25.45,0,1,12,0,1856,0
101.34,0,1,10,0,1382,0
12.03,0,0,9,0,858,0
42.74,0,0,13,1,1121,0
60.98,0,1,19,0,2738,0
5.18,1,0,23,0,52,0
36.13,0,0,1,0,531,0
41.36,0,0,5,2,2874,0
22.49,0,0,16,0,2366,0
17.24,0,0,3,0,589,0
17.93,1,1,14,1,132,0
21.54,0,0,10,0,825,0
21.94,1,0,4,0,432,0
19.23,1,1,12,0,1009,0
21.3,0,0,12,0,3040,0
62.4,0,0,17,1,3174,0
11.59,0,1,19,0,1046,0
7.97,0,1,22,0,1050,0
63.1,0,0,10,0,3016,0
23.7,0,0,16,4,1553,0
20.66,1,0,18,1,779,0
25.08,0,1,23,1,2727,0
31.39,1,1,15,1,1790,0
18.79,1,0,5,1,3256,0
38.63,1,1,8,1,3201,0
13.82,0,0,5,1,2887,0
21.95,0,0,4,2,3548,0
5.75,0,0,7,0,1954,0
61.59,0,0,11,0,1997,0
23.97,0,1,18,0,7,0
43.34,0,0,6,0,614,0
37.85,0,0,4,2,576,0
39.84,0,0,3,1,3363,0
26.97,1,1,4,1,925,0
35.58,0,0,10,1,2270,0
13.83,1,1,9,0,1510,0
11.94,0,0,9,0,2792,0
25.26,0,1,7,2,1321,0
16.85,0,0,10,1,3423,0
73.54,0,0,15,2,1877,0
35.25,0,1,1,0,890,0
16.42,1,0,21,0,1503,0
22.42,1,1,7,0,1332,0
29.76,0,0,3,0,2650,0
25.85,0,0,4,2,1182,0
32.79,0,1,13,2,190,0
28.45,0,1,12,2,2861,0
10.24,0,0,2,1,3630,0
6.02,0,0,11,0,915,0
20.87,0,1,5,0,3077,0
40.14,0,0,21,2,143,0
21.04,0,1,7,1,1222,0
64.43,0,0,23,1,42,0
26.24,0,0,13,1,1448,0
70.11,0,1,23,0,2223,0
60.72,0,0,13,2,3517,0
56.59,0,0,3,2,3068,0
11.68,1,0,15,0,3415,0
27.44,0,1,11,1,2381,0
63.81,1,0,19,1,1435,0
32.81,0,1,9,1,3308,0
39.97,0,0,4,0,217,0
10.26,0,0,2,0,2974,0
103.87,0,0,17,0,3606,0
15.58,0,0,5,2,80,0
6.71,0,0,16,1,2386,0
21.2,0,0,3,0,3196,0
4.89,0,0,1,1,2529,0
12.68,0,0,17,1,3561,0
162.55,0,0,8,0,1002,0
20.78,0,0,13,2,2331,0
9.98,1,0,0,2,2988,0
27.6,0,0,4,0,253,0
14.46,0,1,2,0,2034,0
49.66,0,1,6,1,3505,0
14.55,0,1,6,0,1716,0
32.77,0,0,8,0,2978,0
12.15,0,0,5,0,2705,0
167.22,1,1,10,0,984,0
38.57,1,1,21,0,1357,0
24.49,0,0,2,3,1790,0
22.09,1,0,21,0,1567,0
18.4,0,1,9,2,2172,0
15.92,1,1,13,0,2380,0
15.61,0,0,16,1,1508,0
87.78,1,0,17,0,2334,0
18.42,0,1,22,0,2405,0
6.11,0,0,23,0,3544,0
11.99,1,0,2,1,2979,0
51.9,0,0,9,0,2054,0
22.72,0,0,12,2,645,0
24.68,0,0,12,0,1171,0
61.49,0,1,23,0,1209,0
15.74,0,0,15,2,1049,0
42.21,0,0,9,2,3453,0
16.99,0,0,22,0,1949,0
40.57,0,0,17,1,3611,0
20.62,0,0,19,0,436,0
22.89,1,0,15,0,2602,0
48.14,0,0,1,0,2146,0
45.77,0,1,23,0,2784,0
24.15,0,0,17,0,1424,0
19.49,1,1,3,0,1895,1
83.05,0,0,6,1,1284,0
40.96,0,0,8,1,2543,0
20.62,1,1,6,0,702,0
17.16,0,0,14,0,2409,0
55.56,0,1,13,1,1808,0
29.39,0,0,5,0,2909,0
24.18,0,1,16,3,137,0
29.38,0,0,6,0,665,0
34.35,0,0,3,5,2216,0
26.06,1,0,22,0,1364,0
62.97,0,0,7,1,1042,0
65.47,0,0,5,1,3405,0
39.34,0,0,17,2,3303,0
70.97,0,0,18,0,335,0
27.27,0,0,3,1,1921,0
43.96,0,0,1,0,2434,0
54.77,0,0,20,2,2849,0
55.33,1,0,12,0,739,0
51.48,0,1,10,0,3106,0
42.18,0,0,10,1,2392,0
106.7,0,0,14,0,3208,0
18.58,0,0,16,2,2483,0
24.32,0,0,1,1,3177,0
23.33,0,0,6,0,108,0
20.95,0,1,22,1,822,0
6.74,0,0,4,0,1942,0
70.98,0,1,21,0,1107,0
13.22,0,0,9,0,722,0
30.53,0,1,4,2,2583,0
10.02,0,0,14,1,3624,0
41.87,0,0,15,2,1962,0
15.65,0,0,8,2,2220,0
12.24,0,1,19,0,2224,0
31.06,1,0,1,0,1522,0
16.6,1,0,2,4,2473,0
18.14,1,0,14,2,2944,0
30.58,0,0,13,0,417,0
47.47,0,1,16,0,1005,0
15.29,0,0,20,0,614,0
13.55,0,0,22,0,2892,0
27.56,0,0,12,0,2328,0
39.55,0,0,12,0,2451,0
75.48,0,1,22,2,2282,0
12.81,0,1,23,0,1943,0
21.7,1,0,1,1,2983,0
61.75,0,0,12,2,573,0
107.9,0,1,22,0,2532,0
13.53,0,0,1,2,3045,0
16.16,0,1,23,1,758,0
35.4,1,0,17,0,2589,0
18.09,1,0,3,0,255,0
15.94,0,0,15,2,596,0
32.17,0,0,10,0,1427,0
80.21,0,1,8,1,3649,0
10.84,0,1,14,1,1355,0
77.39,0,0,17,2,1565,0
18.13,0,0,21,2,2801,0
34.54,0,1,10,0,2913,0
82.57,0,1,3,2,2450,0
34.05,0,0,20,0,110,0
22.02,0,1,8,2,3183,0
44.82,0,0,18,0,952,0
24.02,0,1,19,0,1840,0
39.05,0,0,1,1,2670,0
23.49,0,0,9,1,1053,0
49.54,0,0,2,1,2502,0
10.22,0,0,14,1,1840,0
13.34,0,0,19,2,570,0
10.11,0,0,13,0,786,0
26.06,0,0,7,0,2784,0
9.29,0,1,23,1,220,0
16.71,0,0,2,0,1393,0
12.49,0,0,3,1,1823,0
76.38,0,1,8,1,1401,0
13.55,0,0,22,3,1509,0
11.02,0,0,21,0,3547,0
32.26,0,1,13,1,117,0
88.3,0,0,22,0,3582,0
25.0,0,1,21,0,2632,0
26.39,0,0,14,2,3350,0
66.92,0,0,2,1,2351,0
50.14,1,1,21,0,3445,0
36.52,0,1,15,0,269,0
18.04,0,0,3,0,2622,0
37.31,1,1,20,1,2591,0
10.46,1,1,9,0,3401,0
17.52,0,1,18,0,302,0
73.85,0,0,6,2,1854,0
67.45,0,0,0,1,1889,0
36.83,0,1,10,1,344,0
7.02,1,1,10,0,2271,0
11.64,0,0,20,0,1754,0
16.85,1,0,2,0,1821,0
24.04,0,0,21,0,2490,0
11.3,0,0,3,1,2728,0
22.82,0,0,22,0,2417,0
93.42,0,0,16,1,1407,0
35.89,0,0,8,1,3516,0
31.6,0,0,22,2,777,0
13.3,1,0,8,0,1240,0
8.61,0,1,15,0,1775,0
11.48,0,0,0,0,1140,0
8.37,0,0,2,2,1249,0
28.57,0,0,8,0,3383,0
35.47,0,0,5,1,552,0
13.79,0,0,5,2,1867,0
30.07,0,1,9,1,1719,0
75.81,1,0,14,0,317,0
106.74,0,0,3,0,735,0
46.49,1,1,18,1,995,0
23.99,0,1,20,0,1716,0
45.45,0,0,20,0,1519,0
69.84,0,0,4,1,2162,0
6.65,1,0,21,0,1374,0
76.51,0,0,3,0,2855,0
18.52,0,0,2,0,1338,0
18.64,0,0,17,2,3114,0
21.15,1,0,18,2,3649,0
33.92,0,0,3,1,2438,0
12.45,0,1,9,1,371,0
22.21,0,0,9,1,3261,0
39.16,0,0,17,0,2980,0
31.6,0,1,12,0,2035,0
35.39,0,0,14,0,1240,0
21.61,1,0,1,0,2593,0
44.06,0,0,23,0,2246,0
56.8,1,0,13,0,2811,0
54.46,0,0,16,0,2355,0
36.57,0,0,11,2,3010,0
52.31,0,0,5,1,3530,0
49.89,0,0,16,0,2744,0
176.54,0,0,6,1,1160,0
63.6,1,1,5,1,3293,0
25.48,0,1,13,0,3017,0
14.32,0,0,8,0,1725,0
22.58,0,0,21,0,218,0
21.49,0,1,15,1,3480,0
38.78,1,0,8,0,1972,0
16.61,0,0,0,0,1461,0
62.46,1,1,8,1,2215,0
10.25,0,0,2,1,256,0
8.65,0,0,5,1,3013,0
24.67,0,0,6,1,664,0
15.03,0,0,15,0,940,0
11.24,0,0,2,3,2037,0
17.36,0,0,3,1,2424,0
15.91,0,0,0,1,53,0
27.31,0,0,22,0,2120,0
17.56,0,1,23,0,574,0
18.59,0,0,7,1,3482,0
27.02,0,0,10,0,1365,0
55.15,0,0,7,0,1790,0
75.91,1,0,12,0,2278,0
30.07,0,0,13,0,572,0
31.75,0,0,6,1,604,0
23.85,0,0,15,0,3500,0
37.97,0,0,0,0,2098,0
35.63,0,0,15,0,827,0
68.59,0,0,18,1,2420,0
7.23,0,0,1,1,3259,0
23.01,0,0,17,0,2787,0
34.38,0,1,17,0,1460,0
26.62,0,0,23,1,2410,0
14.05,0,0,19,1,3269,0
10.92,1,0,0,0,912,0
47.68,0,0,1,0,2884,0
15.96,0,0,3,0,3640,0
7.94,0,0,13,0,1259,0
49.38,0,0,17,0,3242,0
37.39,0,1,15,1,80,0
25.0,0,1,7,1,1363,0
14.29,0,0,4,0,1009,0
25.04,0,0,1,1,106,0
63.49,0,0,8,1,2199,0
8.76,0,0,7,0,1929,0
9.07,0,0,7,0,1384,0
17.47,0,0,2,1,3157,0
26.61,0,0,6,0,906,0
19.16,0,0,20,0,3000,0
42.52,0,0,5,0,2320,0
58.1,0,0,21,1,3276,0
32.95,0,1,2,3,25,0
40.14,1,0,15,0,3538,0
32.8,0,0,2,2,8,0
27.29,0,0,9,1,2602,0
10.96,0,0,22,3,2746,0
13.2,0,0,18,0,592,0
10.53,0,0,12,1,128,0
24.44,1,0,15,1,132,0
31.9,1,0,15,1,472,0
9.83,0,0,19,2,552,1
28.53,0,0,14,1,3530,0
14.69,0,0,12,1,734,0
12.83,1,0,1,2,2939,0
17.5,0,1,23,4,224,0
12.37,0,0,13,3,2388,0
41.46,0,1,6,0,1655,0
24.1,0,0,3,0,1972,0
47.97,0,0,14,1,2861,0
19.88,0,0,18,2,765,0
20.41,0,0,19,0,15,0
100.62,0,0,21,1,806,0
8.7,0,0,21,2,2933,0
66.63,0,0,14,1,2158,0
86.33,0,0,22,1,3377,0
46.34,0,1,1,2,3045,0
21.51,0,0,9,1,554,0
73.61,1,0,11,1,210,0
21.64,0,0,16,0,77,0
16.54,0,1,7,2,690,0
20.66,0,1,6,0,1749,0
18.19,1,0,21,3,60,0
13.98,0,0,15,0,3170,0
58.97,0,0,15,1,1746,0
15.78,0,0,4,1,2689,0
26.56,0,1,12,1,3185,0
9.87,1,0,10,0,126,0
27.7,0,1,14,1,1583,0
12.07,0,0,22,0,2457,0
11.87,0,1,6,1,3638,0
25.12,1,0,19,2,2984,0
56.82,1,0,15,0,791,0
36.9,0,0,11,1,989,0
38.72,0,0,22,0,2917,0
24.76,0,1,3,1,2384,0
21.44,0,0,16,0,911,0
47.17,0,1,9,0,1802,0
18.28,0,0,16,1,3390,0
48.62,0,0,3,0,750,0
64.4,0,0,17,1,1203,0
15.04,0,0,1,2,3290,0
16.67,0,1,8,0,2456,0
18.5,1,0,21,0,813,0
9.71,0,0,15,0,1047,0
19.52,0,0,11,0,3067,0
67.42,0,0,7,0,1023,0
13.04,0,1,2,0,2561,0
68.56,0,1,2,1,1809,0
20.02,0,0,17,0,806,0
119.08,0,0,6,0,1343,0
16.82,0,0,1,0,2596,0
24.51,0,1,10,2,2927,0
14.34,0,0,9,1,94,0
16.75,0,1,22,1,3305,0
69.18,0,1,5,1,862,0
37.79,0,0,6,0,2368,0
55.71,0,1,3,1,1041,0
10.8,0,0,4,1,977,0
42.88,0,0,12,0,3245,0
13.74,0,0,5,1,2558,0
10.63,1,0,17,1,3341,0
32.04,0,0,19,0,76,0
31.82,0,0,11,0,989,0
28.14,0,1,5,2,177,0
44.8,0,1,19,0,1732,0
49.97,1,0,23,0,1685,0
75.85,0,0,22,2,3582,0
11.78,0,0,22,2,843,0
77.59,1,0,19,1,2430,0
101.25,1,0,17,0,3629,0
20.98,1,0,22,2,254,0
8.43,0,0,8,0,1624,0
10.29,0,0,22,0,1428,0
19.62,0,1,0,0,95,0
111.04,0,0,19,1,1538,0
27.44,0,1,8,0,925,0
17.6,0,1,7,1,1118,0
16.78,0,0,16,0,776,0
10.74,0,0,4,1,1897,0
50.01,0,1,23,0,1454,0
25.42,0,0,17,0,2686,0
117.91,1,0,0,0,1290,0
42.09,0,0,20,2,2523,0
48.47,0,0,2,0,1925,0
22.89,0,0,19,0,1283,0
12.63,0,0,19,2,3005,0
14.71,0,1,15,0,2688,0
10.4,1,0,14,2,1919,0
51.28,0,1,19,0,1949,0
20.71,0,1,20,0,2787,0
52.81,0,0,16,1,2808,0
29.82,0,1,4,0,2599,0
22.09,0,0,15,1,415,0
11.96,0,0,4,0,839,0
33.49,0,1,1,0,1477,0
23.27,0,1,3,0,2099,0
50.98,0,0,11,0,1440,0
16.43,0,1,23,1,3024,0
41.73,0,0,0,3,1284,0
85.51,0,1,1,0,1986,0
32.81,0,0,2,3,2547,0
46.98,0,0,4,0,1377,0
40.46,0,1,12,0,2033,0
102.38,0,0,19,0,2652,0
35.17,0,0,1,2,1408,0
44.26,1,1,19,1,3543,0
26.43,0,1,21,0,1957,0
15.77,0,0,1,0,2870,0
11.64,0,0,10,2,2571,0
65.81,0,0,19,1,2972,0
13.39,0,0,16,2,2464,0
45.7,0,0,4,1,1966,0
36.28,0,0,3,1,2776,0
51.54,0,0,10,0,1703,0
18.91,0,1,20,1,3107,0
15.59,0,1,22,0,1831,0
35.33,0,0,11,1,2698,0
22.1,0,0,12,1,754,0
11.45,0,1,13,0,657,0
105.32,1,1,11,1,2061,0
15.58,0,0,15,0,3090,0
13.52,0,0,6,0,2678,0
22.89,1,0,12,1,1211,0
65.17,0,0,14,0,3124,0
5.95,0,0,13,1,2430,0
61.49,0,0,23,0,2030,0
14.32,0,1,17,0,3617,0
32.63,0,1,17,0,2843,0
16.89,1,0,19,0,1075,0
109.33,0,0,12,1,237,0
29.58,0,0,7,0,986,0
16.52,0,0,12,0,644,0
21.96,0,0,22,1,664,0
28.87,1,1,21,0,1907,0
30.7,1,0,8,1,3591,0
36.86,0,1,11,0,2369,0
27.09,0,0,6,0,1558,0
10.34,0,0,0,0,905,0
21.37,1,1,7,1,2861,0
41.46,0,1,2,0,2002,0
16.96,0,0,8,1,179,0
43.42,0,1,1,1,1701,0
27.72,1,0,7,0,658,0
23.28,0,1,17,1,1817,0
62.55,1,0,20,2,230,1
8.03,0,0,21,0,779,0
16.9,0,0,13,2,2977,0
64.24,0,1,13,0,616,0
97.62,0,1,23,1,388,0
134.32,0,0,13,1,806,0
28.09,0,1,2,0,3369,0
37.36,1,0,22,2,3460,0
48.05,1,0,14,0,2422,0
66.19,0,0,15,1,2848,0
33.76,0,0,2,1,3319,0
51.85,0,0,11,1,1079,0
37.41,0,0,11,0,1492,0
39.08,0,0,19,1,101,0
14.26,0,0,9,0,1918,0
21.53,0,0,8,0,3379,0
18.8,0,0,16,0,100,0
11.8,0,0,0,0,2596,0
8.53,0,0,17,0,1700,0
20.16,1,0,0,0,3522,0
22.54,0,1,5,0,2156,0
29.18,1,1,11,0,1479,0
40.01,0,0,4,1,367,0
30.93,0,1,0,1,2047,0
22.65,0,0,10,0,3581,0
14.29,0,1,16,0,46,0
50.1,0,0,5,0,16,0
25.25,1,0,6,1,3249,0
20.01,0,0,16,0,976,0
23.8,0,1,22,0,2218,0
16.23,0,0,12,1,2247,0
18.7,0,0,13,1,1752,0
18.29,0,0,19,0,1816,0
22.17,0,1,1,0,2511,1
42.91,0,0,23,0,873,0
36.05,0,0,11,2,655,0
80.06,0,0,9,1,3601,0
63.32,1,1,14,0,31,0
106.64,0,0,21,2,689,0
40.1,1,0,22,1,2662,0
39.65,0,0,18,2,2074,0
19.28,0,0,11,1,1176,0
48.34,0,0,3,2,422,0
17.13,1,0,4,2,1339,0
9.69,0,0,20,1,204,0
78.92,0,0,3,0,2020,0
11.31,1,0,11,0,1780,0
36.86,1,0,9,2,3357,0
14.64,0,1,17,0,2937,0
59.66,0,0,8,1,1714,0
65.63,0,0,16,0,1939,0
39.27,0,0,12,3,2516,0
64.87,0,1,21,0,1071,0
27.25,0,1,4,0,2193,0
129.53,0,1,18,1,61,0
45.71,0,0,17,1,3426,0
14.43,0,0,19,0,3432,0
28.47,0,0,11,2,3246,0
24.37,0,1,7,0,773,0
22.75,0,0,12,0,2876,0
8.5,0,0,23,0,2097,0
35.55,0,0,4,1,3589,0
10.28,1,1,15,0,56,0
4.63,0,0,5,2,1450,0
21.31,0,1,18,1,354,0
15.97,1,0,10,0,3453,0
14.83,0,1,20,1,621,0
3.09,0,0,3,3,141,0
14.95,1,0,2,0,409,0
24.01,1,1,22,3,3522,1
17.39,0,0,8,1,1937,0
35.56,1,0,2,0,393,0
71.87,0,0,20,1,1449,0
38.92,0,0,9,1,1553,0
55.62,0,0,22,2,2924,0
58.93,0,0,10,2,801,0
13.29,0,0,18,2,424,0
36.87,0,0,13,0,2736,0
54.41,0,0,11,1,1573,0
19.98,0,0,11,1,452,0
15.59,0,0,6,0,1563,0
39.3,0,0,17,1,1555,0
9.61,0,1,12,1,842,0
12.66,0,1,0,1,732,0
17.0,0,0,9,2,350,0
37.16,0,1,9,0,3067,0
31.6,1,0,21,2,38,1
55.85,1,0,10,0,1854,0
14.22,0,0,13,2,68,0
13.7,0,0,1,1,2934,0
39.12,0,0,9,2,1454,0
15.5,0,0,6,0,3581,0
17.77,0,0,11,0,198,0
7.39,0,0,21,0,1211,0
33.23,1,0,22,2,1440,0
79.75,0,0,6,0,250,0
13.19,0,0,14,0,1596,0
55.43,0,1,22,1,1675,0
26.01,0,0,5,0,1625,0
7.88,0,0,10,2,1946,0
14.49,0,0,12,0,699,0
13.88,0,1,0,0,871,0
21.72,0,0,11,3,1820,0
36.37,0,0,2,0,2350,0
98.91,0,1,7,1,1431,0
9.96,0,0,2,0,1667,0
19.31,0,1,17,1,3611,0
14.48,0,0,20,0,2357,0
11.16,0,1,6,0,165,0
28.99,0,0,0,0,1316,0
27.14,0,0,11,2,196,0
7.62,1,0,2,0,3194,0
27.46,0,0,10,1,3009,0
11.66,0,0,13,1,1700,0
27.34,0,1,11,1,970,0
65.93,0,1,12,1,2624,0
37.49,0,1,13,0,670,0
30.7,0,0,3,0,2811,0
18.73,1,1,16,2,3191,0
28.41,1,0,16,0,656,0
40.22,0,0,3,1,1944,0
37.52,0,0,10,2,564,0
25.29,0,0,6,1,2247,0
31.57,0,0,9,0,2463,0
10.79,0,0,18,1,29,0
16.22,0,0,14,0,3448,0
44.49,0,0,21,1,951,0
48.88,0,0,13,1,1691,0
28.95,0,1,1,1,946,0
76.35,0,0,17,1,3304,0
38.69,0,1,1,1,2777,0
23.03,0,0,8,0,3612,0
11.54,0,1,22,0,1407,0
74.23,0,1,23,1,2053,0
46.49,0,1,3,0,2107,0
95.47,0,0,23,0,839,0
123.57,0,0,23,5,3401,0
11.01,0,0,21,0,3154,0
11.03,1,0,19,0,3594,0
3.65,0,1,1,0,1668,0
51.57,0,0,2,2,464,0
42.93,0,0,14,2,579,0
29.03,0,1,2,0,2028,0
11.49,0,0,6,2,2987,0
25.47,1,0,23,0,2551,0
30.85,0,0,21,2,2673,0
46.89,0,0,6,1,2854,0
32.82,0,0,12,2,3076,0
43.15,0,0,12,2,3358,0
24.86,0,1,6,1,1325,0
61.99,0,1,5,0,2658,0
42.19,0,0,10,1,1016,0
11.81,1,0,14,1,2518,0
71.7,0,1,19,0,202,0
63.94,1,0,20,0,197,0
37.56,1,0,0,1,729,0
33.0,1,0,15,1,1988,0
86.58,1,1,14,0,3323,0
8.64,0,0,1,0,2185,0
64.64,0,0,20,0,2048,0
19.43,0,1,14,2,2542,0
58.36,0,1,17,0,3235,0
29.5,0,0,15,1,2129,0
11.36,0,0,8,0,2693,0
19.15,1,1,4,0,1494,0
55.43,0,0,9,1,3632,0
23.4,0,1,18,1,1779,0
17.55,0,0,15,0,3259,0
17.47,0,0,15,1,3530,0
42.5,0,1,3,0,3221,0
92.34,0,0,0,0,1201,0
6.06,0,0,16,1,1362,0
192.57,0,0,22,1,2863,0
31.27,0,1,8,0,3389,0
40.7,0,0,10,0,2217,0
19.98,0,1,22,0,2837,0
27.05,0,0,5,0,1619,0
31.02,1,0,12,1,3128,0
13.01,0,1,2,1,1512,0
15.43,1,1,6,1,2269,0
62.13,0,1,8,1,1960,0
9.15,0,0,16,1,3052,0
36.92,1,0,7,2,2919,0
20.92,0,0,11,0,3063,0
13.84,0,0,7,1,445,0
107.81,0,0,3,0,896,0
13.9,0,0,19,0,3323,0
12.29,0,0,16,0,475,0
23.79,0,0,15,1,2825,0
15.83,0,0,13,1,2315,0
27.23,1,0,3,2,1273,0
30.23,1,0,12,1,138,0
31.95,0,0,16,0,37,0
24.86,0,0,11,3,3256,0
16.58,0,1,17,0,384,0
42.54,0,0,7,0,2718,0
25.07,1,1,12,0,527,0
19.16,0,0,9,0,1448,0
76.4,0,1,23,1,378,0
24.91,0,0,4,0,2325,0
58.23,0,1,6,0,375,0
63.99,0,1,16,0,2285,0
66.78,0,0,1,1,3504,0
43.98,0,0,12,0,2707,0
27.1,0,0,0,0,2403,0
25.92,0,0,12,0,3307,0
22.85,0,1,7,0,2995,0
5.95,1,1,4,1,2675,0
44.84,0,0,11,0,2054,0
32.17,0,0,7,0,1423,0
48.32,0,0,1,0,2261,0
24.98,0,0,12,2,389,0
43.18,0,0,13,1,3215,0
10.34,1,0,15,0,3230,0
11.96,1,1,21,0,956,0
4.79,0,0,16,2,2763,0
24.68,0,1,19,1,2535,0
15.79,0,0,15,0,3116,0
14.41,1,0,16,0,3282,0
34.27,0,0,19,0,2714,0
20.13,1,0,15,0,3417,0
9.94,1,0,12,1,1186,0
160.99,0,1,17,0,1620,0
26.42,0,0,23,0,543,0
12.7,1,0,11,0,3126,0
16.96,0,0,5,0,1012,0
24.02,0,0,9,0,1839,0
23.98,0,0,0,0,594,0
67.46,0,0,7,0,941,0
25.65,0,0,21,0,2463,0
99.35,1,1,2,2,916,0
20.03,0,0,21,1,1881,0
36.54,0,0,13,1,1648,0
55.44,0,0,7,1,2243,0
62.59,1,0,11,0,941,0
67.92,0,0,21,0,1769,0
22.41,0,0,2,2,109,0
27.01,0,1,13,2,1891,0
4.78,1,0,6,2,385,0
23.64,0,0,12,1,2658,0
58.2,0,0,18,2,3099,0
50.79,0,0,22,0,1465,0
25.52,0,1,6,0,3221,0
89.07,0,0,15,0,1432,0
20.72,0,1,10,0,3186,0
16.42,0,0,12,2,1897,0
19.54,0,0,3,0,2021,0
12.36,0,0,20,3,1491,0
41.92,0,0,4,1,3413,0
33.18,0,0,0,0,2578,0
41.55,0,1,18,1,1821,0
20.29,1,0,9,0,2904,0
26.03,0,0,1,2,1688,0
5.9,0,0,16,0,3198,0
35.28,1,0,6,0,1731,0
29.05,0,0,23,2,2956,0
12.55,0,0,23,0,927,0
25.2,0,0,13,0,2067,0
22.64,1,1,11,0,2239,0
93.23,1,1,10,1,1924,0
12.9,0,0,14,0,1638,0
34.19,0,0,21,1,4,0
12.63,1,0,15,0,3557,0
18.35,0,0,2,0,787,0
32.91,0,1,4,2,627,0
23.38,0,1,15,0,2960,0
27.0,0,1,8,1,279,0
34.22,0,0,11,2,2786,0
19.19,0,0,9,2,1281,0
50.35,0,1,14,0,2628,0
21.89,0,0,5,2,786,0
25.32,0,0,1,0,2565,0
34.92,1,0,5,1,3620,0
31.78,1,0,16,0,1840,0
42.56,0,0,14,0,2038,0
33.85,1,0,19,1,2237,0
37.65,1,0,2,0,1312,0
21.59,0,1,3,0,2010,0
12.83,0,1,3,1,2346,0
9.98,0,1,13,0,90,0
8.42,0,1,13,0,1653,0
93.12,0,0,3,1,1923,0
5.76,1,1,10,0,762,0
62.53,0,0,1,2,1718,0
15.26,1,1,14,4,1439,0
62.21,0,1,13,0,2022,0
5.8,0,0,0,0,1045,0
23.0,1,0,2,1,3277,0
75.02,0,0,16,1,2327,0
44.67,0,0,21,2,2287,0
21.41,0,0,20,2,2980,0
6.96,0,0,13,1,77,0
10.74,0,0,12,0,958,0
71.69,0,0,19,0,659,0
21.25,0,1,20,0,2267,0
25.78,0,0,21,0,1249,0
33.06,0,1,9,1,2585,0
10.89,0,0,11,0,3438,0
36.06,0,0,1,0,1350,0
20.21,0,0,4,0,1206,0
33.3,0,1,9,0,1779,0
18.09,1,0,19,1,1785,0
9.01,1,0,10,2,1309,0
20.1,0,0,14,2,1263,0
42.46,0,0,20,0,1361,0
35.72,0,0,11,0,1778,0
27.71,0,0,8,0,1628,0
50.84,0,0,17,0,1666,0
23.51,1,1,7,1,1078,0
28.2,0,0,9,0,2312,0
19.38,1,0,21,0,1782,0
52.97,0,0,10,0,836,0
33.25,0,1,6,1,2745,0
18.36,0,0,20,0,3214,0
9.56,0,0,15,0,1439,0
58.76,0,0,18,1,1907,0
16.11,0,1,7,2,3450,0
28.52,0,0,18,0,1152,0
140.73,1,1,22,1,795,0
47.52,0,1,3,2,1263,0
83.75,1,0,4,0,1640,0
18.6,0,0,13,1,1619,0
57.38,0,0,17,0,2196,0
27.62,0,0,0,1,1009,0
35.03,0,0,13,2,1982,0
111.56,0,0,3,0,392,0
22.31,0,0,23,0,3456,0
27.48,0,0,17,1,1075,0
14.41,1,0,23,0,1183,0
50.5,0,0,5,1,588,0
18.31,0,0,19,0,1378,0
55.47,0,0,9,1,3556,0
8.54,0,0,2,1,2174,0
39.81,0,1,11,1,2434,0
17.28,0,0,11,0,2176,0
45.21,1,0,12,1,1219,0
26.86,1,1,20,0,2874,0
18.64,0,0,6,1,1251,0
20.68,1,0,15,1,2899,0
14.95,0,0,4,0,3598,0
48.74,0,0,21,0,39,0
13.01,0,0,10,0,610,0
22.49,1,1,19,2,2789,0
34.52,0,0,6,0,442,0
83.88,0,0,7,0,2620,0
26.94,0,1,23,0,898,0
