price,promo,season,competitor_price,ad_spend,demand
25.96,0,mid,25.56,9580,1997
26.4,0,peak,30.41,6267,2045
26.18,0,low,24.02,6777,1455
31.02,1,peak,33.15,7459,2271
28.46,0,mid,33.25,8956,1731
27.65,0,mid,30.0,4287,1509
29.42,0,low,27.17,4853,1266
14.05,0,mid,13.03,8003,2373
14.28,1,low,13.85,10997,2043
24.54,1,low,25.59,7937,1646
23.81,0,low,24.96,6021,1516
28.48,0,low,26.44,2629,967
25.12,1,low,24.12,10382,1977
28.49,1,mid,27.5,6160,1896
17.53,0,mid,17.8,5131,1903
24.94,0,low,29.64,3712,1101
16.95,0,peak,16.2,4402,2463
27.32,1,mid,26.01,5597,1563
13.73,0,peak,12.9,7403,2894
27.09,0,mid,29.28,4978,1561
16.19,1,low,16.62,8464,2125
22.7,0,peak,21.75,7384,2319
30.37,1,peak,30.4,13555,2504
26.36,0,mid,25.49,3739,1781
15.13,0,mid,15.94,8404,2230
20.97,1,mid,26.1,8435,2030
15.99,1,mid,17.18,5424,2201
14.83,1,peak,15.17,8238,2670
25.71,1,mid,25.11,9924,1884
28.36,0,low,26.16,8241,1351
27.64,0,low,30.1,11461,1721
28.62,0,low,31.03,2556,1130
24.93,1,low,24.75,5894,1610
23.36,0,low,26.33,11688,1771
18.56,1,peak,19.15,10280,2552
22.36,1,low,24.42,9351,1453
17.07,1,low,17.99,11083,2391
19.93,1,low,20.24,3209,1550
25.53,0,mid,24.35,9989,2056
24.29,0,mid,24.74,10661,2124
43.39,1,mid,47.61,6353,934
16.93,0,peak,16.74,14573,2940
24.25,0,peak,25.83,8491,2588
16.46,1,peak,15.53,2518,2441
22.67,0,peak,24.77,8953,2360
22.92,0,low,24.18,6200,1377
30.07,0,mid,28.08,10912,1890
22.3,0,low,22.57,9370,1718
23.85,1,peak,26.34,6505,2520
22.42,0,low,20.83,11756,1910
16.59,0,low,15.67,10349,1896
21.09,0,low,21.6,5930,1580
22.71,1,mid,27.27,7620,1931
25.44,1,mid,24.84,9292,1853
28.35,0,low,30.33,7089,1422
23.59,0,mid,24.79,7164,2035
23.49,0,low,23.08,8092,1668
14.68,0,peak,15.3,5336,2448
28.24,0,low,28.07,2418,1077
20.82,0,low,20.85,8598,1567
29.48,0,mid,26.45,3028,1504
32.9,0,mid,33.82,5517,1508
23.87,0,peak,26.31,3571,1972
18.86,0,mid,19.51,3879,2102
24.9,0,peak,27.82,9066,2459
27.09,1,low,29.16,7444,1240
23.11,0,low,23.69,7354,1388
21.62,0,peak,21.18,4710,2167
28.38,1,low,28.13,6360,1580
27.99,0,peak,25.53,8941,2463
22.92,1,low,23.12,7870,1859
15.08,0,mid,15.7,10057,2374
27.74,1,low,32.38,10413,1534
20.4,0,mid,21.87,7369,1859
26.29,0,peak,25.26,3369,2095
25.91,1,low,23.7,6108,1478
13.67,1,low,13.85,7756,1953
25.49,0,low,27.91,6059,1597
28.09,1,low,28.43,5363,1315
28.82,0,low,30.94,8174,1579
25.7,1,peak,26.1,14076,2514
13.14,1,low,14.28,6780,2245
32.66,0,mid,29.47,7993,1665
27.47,1,mid,31.81,4720,1648
17.78,1,low,16.73,11109,2167
20.27,1,low,22.17,10187,1802
26.39,0,mid,26.6,10014,2081
29.08,1,mid,29.68,11399,2087
22.07,0,peak,22.31,6932,2303
29.95,0,mid,31.46,7244,1582
14.24,1,mid,15.19,12275,2552
18.75,0,peak,20.89,9582,2612
12.61,1,peak,14.41,2452,2605
19.62,0,peak,20.72,9137,2674
34.05,0,low,39.74,6546,1059
37.35,1,peak,38.74,10245,2120
26.41,0,peak,29.48,9020,2060
21.17,0,peak,22.53,3649,2127
23.67,0,mid,23.34,8672,2043
27.84,0,peak,29.08,8527,2396
15.62,0,mid,16.72,8909,2300
21.57,0,mid,22.16,9439,2285
33.61,1,mid,35.73,11740,1918
18.73,1,mid,20.58,9035,2119
20.51,1,peak,21.08,8057,2505
25.08,0,low,19.93,10870,1907
26.7,1,low,31.08,13607,1738
21.25,0,low,21.38,10288,2035
25.46,1,mid,24.55,8516,1833
28.65,0,mid,26.93,9081,1924
36.77,1,peak,36.88,8640,2085
24.24,0,peak,23.88,8046,2354
24.75,0,mid,24.04,13413,2198
34.16,1,low,33.33,6127,1178
21.71,0,mid,23.28,10887,2270
17.05,1,peak,20.34,7685,2507
26.5,1,mid,29.04,4299,1479
31.46,0,peak,35.23,7529,2163
27.17,0,peak,27.16,6633,2245
24.42,0,low,25.35,9444,1794
16.31,1,mid,17.36,8228,2321
24.65,1,mid,24.09,5445,2065
32.4,0,mid,32.27,11678,2013
17.6,1,low,19.33,10725,1904
23.53,0,low,26.29,11965,1876
22.68,0,low,23.48,8592,1619
20.81,1,mid,19.45,7911,2047
26.49,1,low,26.66,9759,1484
27.66,0,mid,25.3,6556,1748
27.6,0,mid,28.59,8325,1889
19.14,0,mid,20.1,7561,2067
15.12,0,peak,15.25,4347,2347
26.57,0,mid,27.89,8319,1670
21.96,1,low,23.36,6898,1869
36.03,0,peak,37.85,7394,1935
36.31,0,peak,33.91,8909,1963
36.94,1,mid,37.3,11181,1754
19.36,0,peak,20.57,5878,2663
28.42,0,low,32.86,7159,1401
30.23,1,peak,30.47,6087,1736
29.55,0,low,31.74,5925,1576
22.87,0,mid,25.17,6514,1632
32.67,0,low,33.14,7509,1253
25.0,0,peak,28.05,9465,2246
25.77,0,low,29.02,8801,1452
15.77,0,low,17.99,5358,1739
28.87,0,low,30.79,11235,1357
23.44,1,mid,28.57,10361,2016
27.79,0,low,27.25,5747,1501
